,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,nuc_sites,MCA Value [kJ/mol],Est. Error [kJ/mol],Type
163,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,12,241.41472194029473,17.388729437693634,Double bond
164,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,14,241.41472194029473,17.388729437693634,Double bond
165,C1CC2CC[C+:20](CCC1[O:10]2)C3=CC=CC=C3,13,"{20: 5, 10: 9}",13reac0,10,236.30074023388553,26.00230610262298,Double bond
166,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,12,323.91039896573756,11.375202543092863,Ester
167,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,9,312.1303067399847,11.600677683677224,Double bond
168,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,11,298.39035882579043,15.01861143331971,Double bond
169,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,7,298.39035882579043,15.01861143331971,Double bond
170,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,8,294.9417267163318,11.21056775049324,Double bond
171,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,10,294.9417267163318,11.21056775049324,Double bond
172,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,6,268.0430775103483,22.025205458264512,Double bond
173,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,2,253.68503553669933,21.59742052914965,Atom with lone pair
174,CC(OC(C)(C)C1=CC=CC=C1)=[O:10],14,{10: 12},14reac0,1,57.089307956579724,33.95606792598893,Double bond
175,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,2,254.81156761550827,36.46915695020325,Double bond
176,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,6,254.81156761550827,36.46915695020325,Double bond
177,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,4,239.199689758706,24.93498171277744,Double bond
178,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,3,237.0700067772092,25.115203991931974,Double bond
179,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,5,237.0700067772092,25.115203991931974,Double bond
180,[CH2+:20]C2=CC=CC=C2,14,{20: 0},14reac1,1,229.5953143172861,32.7839458075284,Double bond
181,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,2,349.64748771157053,16.11574889242221,Atom with lone pair
182,CCN(CC)C(=[O:10])C1=C(C=CC2=C1C=CC=C2)[C+:20]3CCC4=CC=CC=C43,15,"{10: 6, 20: 17}",15reac0,6,345.7301948713525,15.025356525964106,Amide
