,reactant_smi,rxn_id,mapped_atoms,reactant_id_no_underbar,elec_sites,MAA Value [kJ/mol],Est. Error [kJ/mol],Type
113,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,16,209.8894341308798,32.50061095371357,Double bond
114,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,10,209.8894341308798,32.50061095371357,Double bond
115,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,6,208.08138600915865,33.266191829582155,Carbocation
116,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,5,203.53419118311058,27.577903129167304,Double bond
117,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,17,203.53419118311058,27.577903129167304,Double bond
118,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,15,203.53419118311058,27.577903129167304,Double bond
119,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,11,203.53419118311058,27.577903129167304,Double bond
120,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,9,203.53419118311058,27.577903129167304,Double bond
121,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,1,203.53419118311058,27.577903129167304,Double bond
122,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,3,147.42290604839243,24.70639790090518,Double bond
123,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,7,147.42290604839243,24.70639790090518,Double bond
124,C1=CC=C(C=C1)[C+:20](C2=CC=CC=C2)C3=CC=CC=C3,8,{20: 6},8reac1,13,147.42290604839243,24.70639790090518,Double bond
125,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,11,267.4533281784634,17.098242887538408,Double bond
126,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,1,220.78254233647846,27.76740299456056,Carbocation
127,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,10,201.44717128131433,36.118021211550484,Double bond
128,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,12,139.1535948873569,36.49085495105467,Double bond
129,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,8,114.91523540662736,31.78096795607327,Double bond
130,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,7,112.15538174822797,26.232596402155064,Double bond
131,C[C+:20](C)CC(C)(C)C1=C(C=CC(=C1)Br)[OH:10],9,"{20: 1, 10: 14}",9reac0,9,75.57733129877211,28.977496639651452,Double bond
132,N#N,10,{},10reac0,0,319.0872962595681,27.54563707868732,Triple bond
133,N#N,10,{},10reac0,1,319.0872962595681,27.54563707868732,Triple bond
134,CC(C)=[O:10],10,{10: 3},10reac1,1,163.74409044862412,27.57419399346538,Ketone
135,CC(C)=[O:10],10,{10: 3},10reac1,3,-53.30024034689819,21.855673544547432,Double bond
136,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,0,267.4599565871154,28.640625122791707,Carbocation
137,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,5,250.74107446703894,32.83312595482113,Double bond
138,[CH2+:20]C1=CC=CC=C1,10,{20: 0},10reac2,3,250.74107446703894,32.83312595482113,Double bond
